student_id,age,gender,study_hours,attendance_rate,assignment_score,midterm_score,final_score,internet_access,parent_education,sleep_hours,part_time_job,stress_level,extracurricular,final_grade
283,22,Male,4.29,84.98,86.26,61.22,61.45,No,Master,6.57,Yes,3,Yes,F
284,21,Female,3.76,79.78,72.26,67.02,75.14,No,Bachelor,7.38,Yes,4,Yes,F
285,19,Female,3.94,99.18,79.87,52.9,96.93,Yes,Bachelor,5.94,No,9,No,C
286,23,Female,4.83,65.8,81.58,75.31,67.02,Yes,Master,7.26,Yes,4,Yes,C
287,23,Male,3.19,89.01,79.41,72.29,86.41,Yes,PhD,8.51,Yes,3,Yes,B
288,20,Female,4.96,67.65,66.35,73.19,80.53,Yes,High School,4.87,No,2,No,D
289,24,Male,6.35,73.53,71.35,80.64,76.67,Yes,Bachelor,5.46,No,5,Yes,A
290,18,Female,4.51,72.35,60.38,88.18,78.46,Yes,PhD,7.68,No,4,No,A
291,18,Female,2.83,97.88,79.92,65.64,70.58,Yes,Master,8.36,Yes,8,No,F
292,21,Female,3.08,98.69,92.02,75.73,72.52,Yes,Bachelor,6.51,Yes,7,No,F
293,20,Male,3.63,67.32,56.76,73.52,63.78,Yes,Bachelor,5,No,6,No,B
294,23,Female,3.11,60.88,67.38,74.53,72.62,Yes,Bachelor,8.43,No,2,Yes,C
295,22,Female,2.51,88.8,73.18,74.71,63.22,Yes,PhD,6.19,No,3,No,A
296,20,Male,4.23,76.72,76.73,89.09,87.08,Yes,PhD,6.64,No,9,No,B
297,21,Female,3.67,63.55,83.79,64.48,46.51,No,PhD,7.32,Yes,9,Yes,F
298,21,Male,4.28,87.35,73.48,51.69,79.22,No,Bachelor,6.33,Yes,5,Yes,F
299,20,Female,5.78,81.8,71.84,61.63,77.05,Yes,Bachelor,6.12,Yes,3,Yes,A
300,21,Male,3.65,99.22,86.03,79.09,75.69,No,High School,6.14,Yes,2,No,F
301,20,Male,2.22,69.1,81.62,70.28,87.37,Yes,High School,8.86,Yes,8,Yes,F
302,19,Female,3.4,76.16,80.39,64.39,67.71,Yes,PhD,8.16,No,6,No,D
303,20,Male,5.16,81.7,76.13,57.08,75.83,Yes,PhD,7.57,Yes,7,No,C
304,24,Male,5.02,91.67,84.83,72.66,46.25,Yes,Master,4.81,No,1,Yes,F
305,20,Male,4.78,81.95,68.44,77.73,65.77,No,PhD,7.58,No,1,Yes,D
306,21,Male,3.06,84.52,67.07,73.67,84.84,Yes,High School,7.52,No,2,Yes,B
307,24,Male,5.13,69.05,82.46,66.96,51.91,Yes,High School,5.72,Yes,3,Yes,F
308,21,Male,5.47,93.88,58.75,71.76,74.4,Yes,High School,7.26,No,1,Yes,B
309,18,Female,2.96,77.15,75.92,71.69,61.84,Yes,Bachelor,8.05,Yes,5,Yes,F
310,18,Male,3.94,65.64,71.83,72.28,70.34,Yes,Bachelor,7.57,No,3,No,A
311,24,Male,7.03,86.57,60.94,55.79,62.73,Yes,PhD,6.32,Yes,1,No,D
312,19,Female,2.89,68.64,65.69,72.37,53.29,Yes,Master,7.01,No,8,Yes,D
313,18,Female,1.44,63.9,73.91,64.71,77.79,Yes,Master,7.73,Yes,6,No,A
314,20,Female,6.07,94.48,85.34,82.49,71.26,Yes,Master,7.06,No,9,No,C
315,21,Female,5.7,78.41,68.47,71.6,81.19,Yes,Bachelor,8.25,No,3,No,D
316,18,Female,3.31,89.97,87.13,80.03,83.92,Yes,High School,7.4,No,9,No,B
317,18,Female,3.83,71.62,75.63,66.38,90.38,Yes,High School,7.75,No,9,No,D
318,19,Female,2.16,91.48,88.1,66.81,74,Yes,Bachelor,7.82,Yes,1,No,C
319,24,Male,4.13,64.48,68.96,87.93,91.03,Yes,Master,5.93,Yes,3,Yes,B
320,24,Male,5.75,74.24,74.51,75.24,57.36,Yes,Master,7.05,Yes,6,Yes,B
321,23,Female,3.19,99.12,78.68,61.43,85.63,Yes,PhD,6.67,No,8,Yes,A
322,19,Male,5.32,91.76,73.2,80.76,78.89,No,PhD,8.04,No,4,No,F
323,20,Male,4.7,79.89,84.53,63.6,75.5,Yes,Master,7.46,No,5,Yes,A
324,24,Male,4.87,73.59,52.92,72.71,78.67,Yes,Bachelor,6.81,No,9,Yes,F
325,21,Female,3.27,94.89,99.22,92.04,57.59,No,Master,5.72,No,6,Yes,A
326,19,Female,3.47,81.79,83.58,52.82,54.05,Yes,PhD,5.4,No,7,No,F
327,18,Male,1.23,90.34,73.26,67.89,97.65,Yes,Master,7.31,Yes,7,Yes,D
328,21,Female,3.15,90.16,69.48,74.9,69.47,Yes,Bachelor,6.28,Yes,4,No,B
329,21,Male,5.75,60.72,66.34,79.18,69.26,Yes,High School,7.67,Yes,4,Yes,F
330,18,Male,2.61,65.05,81.46,55.11,55.47,Yes,Bachelor,5.36,Yes,4,Yes,D
331,19,Male,2.83,86.39,84.95,51.57,49.77,No,Bachelor,8.59,Yes,5,Yes,C
332,18,Male,4.96,66.46,73.37,83.09,70.68,Yes,PhD,7.66,Yes,5,No,A
333,23,Female,4.6,70.22,86.07,61.36,66.88,Yes,Bachelor,7.1,Yes,8,No,C
334,21,Female,5.03,97.87,65.93,60.85,72.03,No,Bachelor,8.68,Yes,9,No,D
335,22,Female,2.26,82.41,64.16,88.6,73.31,No,PhD,7.95,No,2,No,C
336,22,Male,7.85,90.03,93.13,70.84,109.34,Yes,PhD,6.52,No,7,No,C
337,20,Female,2.18,82.32,80.91,70.91,66.92,Yes,High School,7.08,No,1,Yes,D
338,24,Male,4.23,82.1,88.97,67.84,95.7,Yes,Master,5.04,No,1,Yes,B
339,18,Female,3.76,63.77,66.46,55.31,96.63,Yes,Bachelor,8.06,No,4,No,F
340,18,Male,2.22,73.75,65.76,78.11,83.3,Yes,PhD,6.7,No,7,No,A
341,20,Male,3.44,71.3,71.41,74.91,68.47,No,High School,5.02,No,2,Yes,F
342,20,Male,4.03,75.63,66.76,72.02,51.58,Yes,Master,5.82,Yes,2,No,A
343,20,Female,3.03,91.93,82.05,68.6,79.17,Yes,PhD,7.87,Yes,1,Yes,F
344,21,Female,5.41,74.88,67.49,66.49,87.28,Yes,Master,8.61,No,2,No,C
345,23,Female,3.76,78.07,63.28,80.95,98.22,Yes,Master,7.02,Yes,7,Yes,B
346,18,Female,1.99,75.9,76.42,68.3,57.75,Yes,Bachelor,6.02,Yes,9,No,C
347,21,Male,1.86,63.74,62.1,69.23,68.35,Yes,Bachelor,5.58,Yes,6,No,B
348,20,Female,4.91,77.64,57.01,76.36,57.84,Yes,PhD,8.41,Yes,2,Yes,D
349,18,Female,1.77,67.82,76.33,72.5,62.5,Yes,Master,7.45,Yes,9,Yes,A
350,21,Male,4.47,67.47,57.51,89.71,81.97,Yes,PhD,6.67,No,7,No,A
351,23,Male,4.67,63.76,82.75,48.86,61.81,Yes,PhD,6.43,Yes,1,No,D
352,21,Male,2.51,74.27,61.05,73.6,59.64,Yes,Master,7.67,No,9,Yes,F
353,23,Female,5.34,90.3,52.59,61.53,83.95,Yes,PhD,7.64,No,2,No,D
354,20,Male,1.42,71.06,72.06,58.69,78.76,Yes,Master,6.1,No,4,Yes,D
355,23,Male,4.44,72.49,76.45,64.52,77.25,Yes,Master,5.86,Yes,9,Yes,B
356,18,Male,3.94,85.71,79.91,70.66,62.21,Yes,Master,5.91,No,4,No,D
357,20,Female,3.82,67.83,76.72,71.19,91.4,Yes,Master,6.53,No,3,Yes,A
358,18,Male,2.23,95.88,64.41,51.79,72.22,Yes,High School,6.31,No,1,Yes,C
359,22,Female,2.59,80.81,82.13,63.51,107.7,Yes,Master,8.62,No,7,No,B
360,19,Female,6.43,77.9,84.6,73.37,74.42,No,Bachelor,6.5,Yes,6,Yes,B
361,23,Male,5.82,82.31,62.94,59.48,37,Yes,Bachelor,5.75,No,4,Yes,F
362,19,Male,5.11,66.64,73.19,56.62,36.33,Yes,Bachelor,5.81,No,6,Yes,C
363,19,Female,5.41,84.54,72.26,42.93,81.36,Yes,Master,6.82,No,6,Yes,B
364,23,Male,5.27,74.52,77.2,62.04,91.51,Yes,Bachelor,5.18,No,4,No,D
365,20,Male,3.51,95.89,72.95,56.2,60.24,No,High School,6.94,Yes,6,Yes,B
366,22,Female,4.07,66.75,74.32,58.19,103.51,Yes,PhD,5.66,No,8,No,B
367,18,Female,1.79,80.28,81.42,66.74,96.94,Yes,Master,8.16,No,3,Yes,B
368,21,Male,3.87,83.92,63.86,62.8,75.16,Yes,Bachelor,7.12,No,4,No,F
369,18,Female,5.78,61.34,82.37,56.01,80.09,Yes,High School,9.12,No,1,Yes,B
370,21,Male,3.01,74.55,86.41,44.61,85.42,Yes,PhD,6.77,No,4,No,B
371,18,Male,5.53,89.31,91.34,73.63,100.35,Yes,High School,3.87,No,9,Yes,F
372,23,Male,4.14,92.82,53.57,79.03,82.23,Yes,Bachelor,8.46,Yes,8,Yes,C
373,22,Female,1.92,72.53,73.17,65.24,74.82,Yes,High School,7.5,No,4,Yes,A
374,21,Male,2.34,91.94,55.35,66.81,82.08,No,PhD,7.66,Yes,7,Yes,F
375,24,Male,5.38,98.71,50.65,70.03,80.06,No,Bachelor,6,Yes,3,No,F
376,20,Male,4.83,94.27,76.44,88.95,85.87,Yes,PhD,6.96,No,9,No,B
377,18,Female,4.15,64.71,71.01,51.19,48.45,Yes,High School,7.19,Yes,4,Yes,B
378,18,Female,3.59,89.59,78,65.03,76.74,Yes,Master,6.76,No,2,No,A
379,21,Female,4.32,72.79,79.86,49.34,78.91,Yes,Master,5.27,Yes,5,Yes,B
380,20,Female,5.32,99.54,87.48,74.35,70.91,No,Master,9.77,No,2,Yes,D
381,20,Female,6.21,79.41,75.54,68.27,83.76,Yes,Master,7.84,Yes,6,No,B
382,23,Male,6.29,64.9,104.23,72.44,100.82,Yes,PhD,7.42,Yes,1,No,B
383,24,Female,4.56,89.01,78.06,71.84,74.07,Yes,Master,8.31,No,6,No,D
384,23,Female,3.74,72.92,93.42,81.89,82.38,Yes,PhD,7.64,Yes,4,Yes,A
385,23,Female,4.22,99.88,51.67,76.46,96.09,No,Bachelor,6.32,Yes,3,Yes,D
386,23,Male,4.78,99.19,88.5,79.97,74.42,No,Master,8.25,Yes,2,No,F
387,23,Female,4.78,86.25,73.19,57.21,58.67,Yes,PhD,7.85,Yes,7,Yes,D
388,23,Female,5.96,65.19,55.52,84.32,81.24,Yes,Master,6.36,Yes,9,No,C
389,22,Male,7.17,87.47,79.21,61.33,38.98,No,Master,7.79,No,3,No,F
390,20,Female,3.69,63.72,71.97,62.02,37.52,No,Master,6.76,Yes,6,No,B
391,23,Male,7.23,61.17,80.8,73.25,77,Yes,PhD,7.21,Yes,9,No,F
392,20,Male,5.76,92.92,85.11,73.62,36.83,Yes,High School,7.6,No,2,No,A
393,20,Male,3.85,68.39,60.11,57.14,52.27,Yes,Master,8.37,No,7,No,A
394,19,Male,6.25,75.16,85.15,67.92,66.3,Yes,Master,6.35,No,5,Yes,D
395,22,Male,6.53,98.94,75.06,87.86,61.18,No,Bachelor,7.36,Yes,5,Yes,F
396,23,Female,3.31,73.47,88.53,52.38,69.78,Yes,High School,9.02,Yes,7,No,B
397,18,Male,6.6,71.86,72.95,87.82,88.69,No,PhD,6.82,Yes,9,No,A
398,21,Male,5.61,96.73,70.3,67.1,75.58,Yes,Bachelor,7.2,Yes,4,No,B
399,24,Female,7.55,64.43,75.27,41.95,59.41,Yes,Master,9.01,No,9,Yes,C
400,18,Male,3.36,90.38,76.02,53.6,92.32,Yes,Bachelor,7.64,No,9,No,A
401,22,Female,3.47,99.52,68.37,58.44,50.57,Yes,Bachelor,5.53,Yes,4,No,D
402,21,Female,0.96,96.05,70.04,62.51,75.33,Yes,Master,6.2,Yes,3,No,C
403,22,Female,4.86,86.07,62.73,68.74,48.9,Yes,High School,7.69,Yes,2,Yes,F
404,20,Male,4.56,72.56,70.65,37.56,75.78,Yes,High School,7.42,Yes,9,No,B
405,21,Male,3.16,70.17,81.76,72.24,67.22,Yes,Bachelor,7.16,No,2,Yes,A
406,20,Male,3.88,92.77,73.63,57.34,88.23,Yes,Master,9.16,No,6,Yes,C
407,18,Female,2.03,95.19,85.09,86.69,82.81,Yes,PhD,6.38,Yes,5,No,C
408,18,Male,5.8,81.02,73.15,66.76,63.19,Yes,Bachelor,6.93,No,5,Yes,A
409,21,Male,3.27,69.77,60.68,81.31,60.32,Yes,PhD,5.04,Yes,4,Yes,F
410,21,Male,8.64,64.52,80.97,83.32,67.27,Yes,Bachelor,8.16,Yes,6,Yes,F
411,23,Female,3.74,63.49,68.26,83,100.13,Yes,Bachelor,6.2,No,5,No,D
412,22,Female,2.86,88.76,72.67,63.2,96.29,Yes,Master,8.06,Yes,4,Yes,F
413,23,Male,3.38,76.8,87.38,63.05,57.48,Yes,Master,7.95,No,9,No,D
414,22,Male,1.88,96.21,63.39,67.3,84,Yes,PhD,9.35,Yes,6,No,C
415,23,Male,4.72,89.59,76.65,77.63,46.03,Yes,PhD,7.65,No,3,No,A
416,20,Male,3.37,67.65,74.59,63.87,65.29,Yes,High School,6.64,Yes,6,Yes,F
417,21,Female,5.7,84.55,82.01,68.57,58.09,Yes,Master,7.45,No,1,No,D
418,18,Female,3.59,77.42,83.55,73.28,88.04,Yes,Bachelor,6.24,Yes,5,Yes,C
419,22,Female,6.08,83.09,77.64,59.14,52.64,Yes,Bachelor,7.32,Yes,6,Yes,F
420,22,Female,5.14,89.52,71.4,58.38,78.44,Yes,High School,6.8,No,8,Yes,B
421,18,Male,4.04,92.25,79.73,68.1,72.01,Yes,Master,6.93,Yes,9,Yes,C
422,23,Male,6.37,93.75,88.36,69.69,69.37,Yes,Bachelor,6.1,No,3,No,F
423,22,Male,5.43,70.16,74.73,75.21,97.07,Yes,High School,7.3,No,2,No,C
424,24,Female,8.42,61.24,72.33,78.06,98.4,Yes,High School,7.82,Yes,4,Yes,A
425,20,Male,3.39,89.57,78.88,56.81,69.83,Yes,Bachelor,5.35,Yes,8,No,A
426,21,Female,4.11,64.25,75.39,60.25,66.81,Yes,Bachelor,6.31,Yes,8,No,A
427,18,Female,6.35,72.6,61.62,58.35,49.4,Yes,PhD,7.17,Yes,3,No,B
428,21,Male,1.68,60.15,77.39,86.95,71.94,Yes,Master,4.65,No,4,Yes,A
429,24,Male,5.98,87.27,61.53,68.56,101.3,Yes,PhD,8.74,Yes,3,No,B
430,22,Male,4.66,66.69,78.74,70.19,70.07,Yes,High School,6.29,Yes,2,Yes,A
431,22,Female,2.67,86.21,67.03,70.69,82.93,Yes,Bachelor,6.06,Yes,4,No,C
432,24,Male,1.96,99.67,75.37,61.41,51.04,Yes,PhD,6.79,No,6,Yes,F
433,18,Female,2.99,62.91,78.91,88.77,65.48,Yes,High School,7.14,Yes,5,Yes,F
434,20,Male,0.57,63.08,99.54,74.93,78.94,Yes,Master,6.24,No,3,Yes,A
435,19,Female,3.27,73.62,82.43,70.48,73.59,Yes,Bachelor,7.98,Yes,2,No,F
436,18,Female,4.93,94.66,88.65,56.74,84.37,Yes,PhD,7.4,No,9,Yes,A
437,19,Male,3.29,68.62,93.72,56.06,62.96,Yes,Master,6.16,Yes,1,No,A
438,24,Female,6.08,74.42,79.89,66.29,45.75,Yes,PhD,6.48,Yes,9,Yes,D
439,23,Female,6.49,62.74,77.86,61.6,88.83,Yes,High School,5.48,No,1,No,D
440,19,Male,5.91,90.53,64.33,57.19,57.96,No,Master,5.75,Yes,7,Yes,D
441,20,Female,4.35,76.33,73.83,65.55,79.6,Yes,PhD,7.39,Yes,6,No,B
442,23,Male,0.51,90.37,67.77,67.4,78.76,Yes,Master,6.17,Yes,7,Yes,D
443,19,Female,2.94,96.14,70.99,71.7,47.04,No,High School,8.8,No,3,Yes,A
444,24,Male,3.79,69.31,93.71,63.95,87.74,Yes,Master,7.07,Yes,3,Yes,C
445,23,Male,2.66,92.3,76.15,57.91,63.5,Yes,PhD,5.65,No,1,No,D
446,24,Female,3.79,62.36,66.24,58.32,72.83,Yes,High School,5.86,No,4,Yes,D
447,19,Female,6.42,95.95,88.75,84.56,66.63,Yes,Bachelor,8.05,No,2,Yes,C
448,24,Female,1.53,86.03,84.55,54.98,96.34,Yes,PhD,6.92,Yes,8,Yes,A
449,20,Female,6.72,94.97,85.08,74.36,92.15,Yes,PhD,7.99,No,3,Yes,B
450,19,Female,5.33,60.01,54.94,76.23,44.81,Yes,High School,6.63,No,7,No,D
451,19,Male,4.4,66.76,94.49,68.54,105.88,Yes,High School,6.44,Yes,7,Yes,C
452,19,Female,2.93,75.59,69.41,91.21,61.83,No,Bachelor,8.12,No,9,Yes,A
453,18,Male,2.69,75.18,82.78,76.02,103.54,No,PhD,6.14,No,6,No,F
454,18,Male,1.56,69.07,100.24,92.11,68.16,Yes,High School,7.49,Yes,1,No,B
455,18,Female,6.58,75.26,96.55,62.19,66.89,Yes,Bachelor,6.79,Yes,8,No,C
456,20,Male,6.31,65.15,65.22,62.39,68.29,Yes,Bachelor,7.88,No,1,Yes,C
457,23,Male,1.89,76.51,60.55,76.33,65.99,No,High School,8.82,Yes,3,No,C
458,24,Male,3.17,92.09,89.3,66.86,109.87,Yes,PhD,6.61,Yes,5,No,D
459,22,Male,4.65,79.16,76.42,90.23,70.85,Yes,Master,6.45,Yes,8,No,F
460,19,Female,3.55,60.72,69.99,74.1,67.47,Yes,Master,7.67,No,9,Yes,B
461,24,Male,1.12,76.86,81.21,57.47,73.16,Yes,Bachelor,5.92,No,7,Yes,A
462,19,Female,3.01,61.09,73.37,49.16,57.49,Yes,Master,8.62,Yes,9,Yes,A
463,20,Female,6.93,98.65,82.01,69.06,95.96,Yes,Master,8.45,No,3,No,F
464,19,Male,3.12,65.1,75.67,68.93,49.93,Yes,High School,6,Yes,5,Yes,C
465,18,Female,3.75,88.31,82.22,73.77,62.79,Yes,Bachelor,5.42,Yes,8,No,C
466,22,Female,2.28,98.91,66.05,84.53,86.05,Yes,PhD,5.84,Yes,1,No,C
467,21,Female,4.88,93.04,89.24,82.95,72.64,Yes,Bachelor,5.85,Yes,8,No,C
468,19,Male,4.17,87.97,81.98,63.05,80.24,No,High School,7.8,Yes,7,Yes,C
469,24,Female,2.89,93.58,81.46,54.47,95,No,Master,8.55,No,1,No,F
470,18,Female,2.04,99.27,63.82,55.19,87.06,No,PhD,7.79,No,6,No,D
471,21,Female,6.11,84.85,92,61.16,74.06,No,Bachelor,6.76,No,1,Yes,B
472,22,Male,1.59,82.37,74.86,65.6,103.34,Yes,Master,7.34,No,2,No,C
473,21,Female,4.76,85.13,82.28,73.66,62.57,Yes,Bachelor,6.13,Yes,5,No,D
474,18,Male,0.77,81.31,71.77,60.39,70.5,Yes,PhD,8.1,Yes,2,No,A
475,23,Male,5.06,85.4,77.61,73.36,71.54,No,Bachelor,7.43,No,1,Yes,F
476,23,Male,5.46,77.99,77.97,74.34,70.46,Yes,Bachelor,7.77,No,6,No,D
477,21,Male,5.64,68.74,46.8,71.72,55.96,Yes,Bachelor,6.27,Yes,8,Yes,C
478,20,Male,3.76,64.81,80.82,56.46,48.25,Yes,Master,6.83,Yes,8,Yes,C
479,24,Male,6.38,62.73,94.65,75.61,78.26,Yes,PhD,7.73,Yes,8,No,C
480,24,Female,7.46,70.53,80.4,94.98,62.5,Yes,PhD,8.44,No,6,No,D
481,21,Male,3.52,61.84,65.42,72.95,100.62,Yes,Master,6.39,Yes,3,No,C
482,19,Female,3.32,82.69,81.5,34.56,70.91,Yes,Master,7.78,Yes,1,No,D
483,19,Female,4.22,71.35,85.59,84.89,68.23,Yes,Master,6.29,No,2,Yes,C
484,24,Male,3.28,92.98,80.12,61.57,88.42,Yes,High School,9.12,No,5,Yes,A
485,24,Female,3.06,62.97,74.26,97.19,78.03,Yes,Bachelor,6.59,No,5,No,A
486,23,Female,3.19,69.05,72.58,71.4,69.37,No,Bachelor,7.64,Yes,1,Yes,B
487,20,Female,6.57,89.21,72.54,49.78,62.39,Yes,PhD,7.17,Yes,1,No,C
488,18,Female,5.16,83.95,81.98,45.22,126.87,Yes,Bachelor,9.61,No,9,No,C
489,19,Male,3.28,62.58,60.93,88.48,77.43,Yes,High School,7.23,Yes,2,No,D
490,24,Female,0.32,95.09,71.28,83.27,88.27,Yes,Master,6.48,Yes,7,No,D
491,23,Male,1.68,95.09,90.96,96.71,56.66,Yes,PhD,7.64,Yes,4,Yes,C
492,22,Female,4.76,73.22,91.34,70.13,63.33,Yes,PhD,7.62,No,7,Yes,B
493,23,Female,0.82,73.62,60.22,69.32,103.69,Yes,Bachelor,6.84,No,8,No,C
494,19,Male,4.44,99.56,63.69,65.41,92.95,Yes,PhD,5.91,Yes,5,No,D
495,19,Female,2.4,85.05,72.29,62.1,78.86,Yes,Master,6.47,Yes,1,Yes,C
496,23,Female,4.14,81.25,83.93,65.29,66.28,Yes,PhD,7.88,Yes,4,Yes,D
497,18,Female,4.1,93.53,56.73,72.61,68.49,Yes,Master,5.25,Yes,3,Yes,C
498,21,Male,4.18,71.41,74.45,59.87,61.86,Yes,High School,6.75,No,5,No,F
499,19,Female,3.41,77.17,70.26,49.97,54.65,Yes,High School,7.99,No,6,Yes,D
500,23,Male,3.36,70.71,88.26,71.92,85.86,No,Master,6.91,Yes,2,No,B
501,24,Female,2.92,91.57,58.23,59.61,80.08,Yes,Bachelor,9.17,Yes,7,No,F
502,23,Male,4.73,82.93,75.93,31.13,83.04,Yes,PhD,5.26,No,3,Yes,C
503,20,Male,5.21,86.35,71.06,76.63,66.95,Yes,Bachelor,6.04,Yes,1,No,D
504,21,Female,2.17,70.09,89.7,56.7,75.83,Yes,PhD,4.69,No,3,Yes,F
505,22,Female,3.92,68.81,80.98,77.94,65.52,Yes,High School,8.99,Yes,9,No,B
506,18,Male,4.29,79.53,69.14,77.65,61.09,Yes,High School,6.06,No,6,No,D
507,22,Male,4.28,89.5,83.53,73.4,97.01,Yes,High School,5.01,Yes,6,No,F
508,21,Female,4.25,81.01,71.11,99.96,73.82,Yes,PhD,6.39,Yes,4,No,F
509,21,Male,3.4,61.31,84.99,68.34,79.61,Yes,High School,5.61,No,8,No,F
510,21,Female,4.42,94.74,72.63,66.57,84.54,Yes,High School,6.4,No,5,No,A
511,22,Female,4.93,62.59,85.55,78.2,74.01,Yes,High School,7.04,Yes,7,Yes,C
512,24,Female,4.21,98.23,79.36,69.33,75.61,Yes,High School,7.8,Yes,9,Yes,D
513,21,Female,4.76,61.01,107.6,83.93,55.7,No,Bachelor,6.83,No,5,No,D
514,23,Male,5.49,87.78,74.47,54.77,58.56,Yes,High School,7.03,No,5,Yes,D
515,22,Female,1.22,63.29,78.83,54.97,57.78,Yes,High School,6.42,Yes,4,No,F
516,21,Male,5.42,96.43,70.21,79.19,81.08,Yes,Bachelor,5.49,Yes,6,Yes,C
517,23,Female,4.51,78.58,75.03,56.02,73.06,Yes,Bachelor,5.15,No,2,Yes,B
518,24,Male,2.33,65.5,47.98,77.31,58.56,Yes,PhD,6.64,No,3,No,D
519,20,Female,5.2,73.63,79.66,74.44,80.7,Yes,Master,7.08,No,1,Yes,C
520,24,Male,3.4,66.59,88.43,61.67,80.15,Yes,High School,6.56,No,2,No,C
521,21,Male,3.61,66.82,78.97,74.41,61.58,Yes,High School,5.19,No,2,Yes,A
522,22,Female,3.24,97.92,61.86,55.18,71.58,No,High School,7.2,Yes,8,No,D
523,19,Female,4.45,77.81,66.98,58,80.21,Yes,PhD,8.63,Yes,8,Yes,F
524,21,Female,2.82,91.55,50.7,67.15,59.12,Yes,High School,6.89,No,2,No,C
525,19,Female,5.35,85.58,84.79,70.95,80.49,No,Master,6.42,Yes,6,Yes,C
526,23,Male,3.79,87.06,64.93,66.36,76.52,Yes,Bachelor,6.94,Yes,5,No,B
527,20,Female,3.45,65.27,74.71,75.2,57.01,Yes,PhD,5.9,No,3,Yes,A
528,18,Male,5.13,69.37,73.46,74.66,75.3,Yes,Bachelor,5.83,Yes,5,No,C
529,24,Male,3.52,91.47,89.88,88.35,77.48,No,High School,7.45,Yes,5,Yes,C
530,20,Female,5.42,98.83,75.85,68.86,62.61,Yes,High School,7.99,Yes,5,No,F
531,21,Male,5.47,70.51,83.09,84.33,63.79,Yes,High School,6.85,No,3,Yes,F
532,19,Male,2,70.86,80.46,81.05,56.87,Yes,Master,5.03,No,3,No,B
533,24,Male,5.66,78.92,88.59,97.53,65.27,Yes,Master,7.35,Yes,4,No,B
534,19,Male,1.81,99.35,72.61,68.47,71.82,Yes,PhD,9.07,Yes,7,No,B
535,22,Female,5.76,70.76,93.7,64.96,63.83,Yes,Bachelor,6.76,Yes,2,No,F
536,19,Female,7.04,76.28,55.14,85.09,49.73,Yes,High School,6.82,Yes,4,Yes,F
537,22,Female,5.31,95.66,83.57,74.63,61.67,Yes,High School,6.13,Yes,4,Yes,A
538,23,Female,0.76,60.12,66.33,85.38,65.74,Yes,High School,7.48,Yes,1,Yes,D
539,24,Male,5.6,61.59,70.07,78.6,84.25,No,High School,6.33,No,8,No,D
540,24,Male,7.37,84.16,80.69,44.72,80.92,No,Master,8.02,Yes,1,No,A
541,18,Female,3.55,96.3,80.61,74.52,84.54,Yes,Bachelor,6.34,Yes,8,No,D
542,21,Female,3.95,69.55,81.06,73.73,60.91,Yes,Bachelor,7.34,No,7,No,F
543,22,Female,2.22,78.79,61.14,71.6,74.12,Yes,PhD,6.95,Yes,9,No,D
544,18,Male,4.47,78.02,89.49,68.41,35.65,Yes,Master,8.56,Yes,8,Yes,F
545,19,Female,5.9,78.92,65.99,50.89,78.43,Yes,High School,7.41,Yes,5,Yes,A
546,19,Female,5.05,84.9,67.33,80.49,81.16,Yes,Bachelor,8.39,Yes,8,Yes,B
547,18,Female,8.71,78.79,81.38,74.49,66.73,No,Bachelor,7.11,No,3,No,A
548,24,Male,4.05,77.9,72.13,83.22,76.43,Yes,Master,6.83,Yes,7,No,D
549,19,Male,1.55,78.97,78.08,51.53,49.28,Yes,PhD,6.96,No,4,No,F
550,23,Male,4.26,83.63,53.43,76.09,59.98,Yes,PhD,6.23,Yes,5,No,D
551,23,Male,0.38,81.48,77.84,67.18,83.48,Yes,High School,7.53,Yes,9,No,D
552,18,Male,3.2,94.17,77.18,71.73,79.67,Yes,PhD,6.31,No,7,No,B
553,22,Male,6.44,61.98,69.9,67.32,65.82,Yes,Bachelor,7.11,Yes,4,No,D
554,22,Male,4.49,93.33,54.26,76.52,84.17,Yes,PhD,7.86,No,6,Yes,B
555,18,Male,4.27,93.76,72.87,68.05,74.07,No,High School,8.58,No,7,Yes,F
556,22,Female,6.73,71.4,74.63,57.38,64.44,Yes,Bachelor,7.16,No,9,No,F
557,24,Female,3.59,78.51,71.33,71.04,69.26,No,PhD,7.86,Yes,4,No,B
558,24,Male,5.89,77.54,56.64,67.43,65.17,Yes,PhD,7.74,Yes,3,No,A
559,22,Male,4.19,68.74,90.95,69,54.24,Yes,Master,6.62,Yes,8,Yes,F
560,23,Female,4.57,75.87,68.61,31.75,90.85,Yes,High School,9.11,Yes,1,Yes,A
561,22,Male,2.17,61.78,72.78,78.19,63.48,Yes,PhD,6.42,No,9,No,F
562,24,Male,3.28,71.11,50.91,66.22,59.51,Yes,Master,7.09,Yes,1,Yes,F
563,20,Male,1.9,92.67,90.95,53.82,49.06,Yes,Bachelor,8.45,Yes,2,Yes,C
564,21,Female,3.86,71.38,70.33,81.07,32.46,Yes,Master,8.43,No,8,Yes,D
565,19,Female,4.59,92.73,75.98,77.64,82.52,Yes,Master,7.01,No,9,No,D
566,20,Female,2.33,81.26,86.21,66.07,83.9,Yes,PhD,7.99,Yes,7,Yes,A
567,22,Female,7.07,95.19,68.24,56.17,89.9,Yes,PhD,6.78,No,3,Yes,D
568,23,Female,4.42,82.99,84.63,72.14,69.76,Yes,PhD,6.51,No,7,No,A
